job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
NLP Engineer,80126,EN,FT,Finland,L,Australia,100,"AWS, Tableau, Linux, Data Visualization",Master,0,Automotive,6.2,Future Systems
AI Software Engineer,147794,SE,PT,Singapore,M,Singapore,100,"Python, TensorFlow, Kubernetes, Hadoop",Associate,6,Government,9.6,Future Systems
Machine Learning Engineer,49841,MI,FL,China,M,China,0,"Scala, Git, Spark, SQL, Data Visualization",Associate,2,Gaming,8.9,DataVision Ltd
AI Consultant,171137,EX,CT,Austria,L,Austria,0,"Statistics, Linux, Scala",PhD,19,Gaming,8.5,Smart Analytics
Machine Learning Researcher,38680,MI,FL,China,S,China,100,"MLOps, PyTorch, GCP",Associate,2,Real Estate,5.7,Machine Intelligence Group
Data Scientist,108147,SE,FT,Austria,M,Latvia,50,"Data Visualization, PyTorch, MLOps",PhD,7,Finance,8.1,Machine Intelligence Group
AI Specialist,135809,SE,FT,Netherlands,S,Netherlands,0,"Scala, R, SQL, Data Visualization, Git",Associate,6,Consulting,7.3,Autonomous Tech
NLP Engineer,89254,MI,CT,Israel,M,Israel,50,"Azure, PyTorch, Data Visualization, Computer Vision, Mathematics",Bachelor,2,Real Estate,5.6,Neural Networks Co
Data Scientist,120446,SE,CT,Netherlands,S,Netherlands,0,"Linux, Java, Git, Tableau",Bachelor,7,Manufacturing,5.8,Future Systems
Computer Vision Engineer,151032,SE,CT,Singapore,M,Singapore,0,"Scala, Computer Vision, Linux, Spark",PhD,6,Automotive,9.4,Algorithmic Solutions
AI Specialist,287847,EX,FL,Netherlands,L,Netherlands,100,"SQL, TensorFlow, PyTorch",Master,19,Manufacturing,5.7,DataVision Ltd
Machine Learning Engineer,179259,EX,FT,Singapore,L,Singapore,0,"PyTorch, Java, R, Statistics, Linux",Associate,16,Technology,7.5,Cognitive Computing
Data Analyst,63135,EN,FT,Canada,L,Sweden,0,"SQL, MLOps, Scala, TensorFlow",Associate,1,Manufacturing,5.4,Neural Networks Co
AI Specialist,196121,EX,PT,Canada,S,Canada,0,"Spark, Kubernetes, GCP, Tableau",Associate,18,Education,7.6,AI Innovations
Head of AI,148839,EX,PT,Sweden,S,Sweden,0,"Hadoop, Spark, Deep Learning",Bachelor,17,Media,5.5,DataVision Ltd
Principal Data Scientist,177785,SE,FT,Denmark,S,Denmark,100,"TensorFlow, Python, Scala, Linux",Master,7,Energy,9.6,AI Innovations
AI Product Manager,271210,EX,PT,Singapore,L,Switzerland,100,"Computer Vision, Scala, SQL, PyTorch, R",Master,11,Media,9.2,Cloud AI Solutions
AI Specialist,241137,SE,FT,Switzerland,L,Switzerland,50,"Spark, Kubernetes, Tableau, Python, Statistics",Master,5,Education,7.6,Machine Intelligence Group
AI Software Engineer,87016,MI,PT,Canada,L,South Korea,50,"Tableau, Docker, Java, GCP",Master,4,Healthcare,6.0,Quantum Computing Inc
Computer Vision Engineer,142069,SE,PT,Netherlands,L,Netherlands,0,"Data Visualization, Kubernetes, Scala, Python, Mathematics",Bachelor,7,Consulting,5.3,Algorithmic Solutions
NLP Engineer,97478,MI,FL,Switzerland,S,Switzerland,0,"Hadoop, SQL, Scala, Data Visualization, AWS",PhD,4,Telecommunications,9.6,Digital Transformation LLC
AI Specialist,214211,EX,PT,Switzerland,S,Turkey,100,"Java, AWS, Statistics, Hadoop",PhD,19,Gaming,5.5,Algorithmic Solutions
NLP Engineer,161005,SE,CT,Israel,L,Israel,50,"Spark, PyTorch, Tableau",Bachelor,8,Transportation,8.4,DeepTech Ventures
AI Product Manager,126851,SE,FL,Austria,L,Austria,100,"Mathematics, Computer Vision, PyTorch",PhD,7,Consulting,9.8,Neural Networks Co
AI Research Scientist,248823,EX,CT,United States,S,United States,100,"Python, Git, Mathematics, TensorFlow, Statistics",Bachelor,13,Education,6.8,Advanced Robotics
AI Product Manager,122946,SE,PT,Australia,S,Australia,0,"Spark, Kubernetes, Git, Java, GCP",PhD,9,Education,7.1,TechCorp Inc
AI Architect,205424,SE,FL,United States,L,Austria,100,"Data Visualization, Hadoop, Scala, PyTorch, Spark",Associate,7,Gaming,8.7,Cognitive Computing
Autonomous Systems Engineer,40391,MI,CT,India,L,Czech Republic,100,"AWS, PyTorch, Linux, Mathematics, Data Visualization",Master,4,Energy,9.8,Neural Networks Co
AI Consultant,136182,EX,CT,South Korea,M,South Korea,100,"Scala, Deep Learning, Azure, Statistics, Data Visualization",Master,18,Transportation,6.8,Smart Analytics
Robotics Engineer,53874,EN,FL,France,S,France,100,"GCP, R, Statistics",PhD,1,Manufacturing,6.9,TechCorp Inc
AI Research Scientist,95750,SE,CT,Ireland,S,Thailand,0,"Docker, Python, Kubernetes, MLOps, Mathematics",Bachelor,6,Real Estate,9.2,Predictive Systems
Computer Vision Engineer,92817,MI,CT,Denmark,S,Denmark,100,"PyTorch, Linux, TensorFlow, R, Mathematics",Associate,4,Finance,8.8,Neural Networks Co
Principal Data Scientist,84059,MI,FL,United Kingdom,M,Indonesia,0,"Spark, Python, TensorFlow, Hadoop",Bachelor,3,Media,6.4,Smart Analytics
Data Engineer,165833,SE,PT,Australia,L,Australia,100,"NLP, Hadoop, Tableau, TensorFlow, SQL",Associate,8,Consulting,8.2,DataVision Ltd
Principal Data Scientist,110197,MI,FL,United States,M,United States,100,"R, PyTorch, Scala",PhD,3,Real Estate,8.7,Machine Intelligence Group
Autonomous Systems Engineer,97152,EN,CT,United States,L,United States,0,"PyTorch, Scala, Tableau",Bachelor,0,Technology,7.0,Machine Intelligence Group
NLP Engineer,180262,EX,CT,Canada,L,Canada,100,"MLOps, Spark, Data Visualization, R",Bachelor,13,Government,9.9,TechCorp Inc
AI Specialist,98123,SE,FT,Netherlands,S,Netherlands,0,"PyTorch, NLP, Docker, AWS",Associate,6,Telecommunications,6.8,Predictive Systems
AI Consultant,117496,EX,PT,China,M,China,100,"Deep Learning, Docker, Data Visualization, Tableau, R",Associate,19,Transportation,6.1,Predictive Systems
NLP Engineer,306666,EX,PT,Norway,L,Belgium,100,"Git, Mathematics, Spark, PyTorch, Statistics",PhD,15,Manufacturing,6.7,DeepTech Ventures
Principal Data Scientist,180941,EX,FL,Austria,L,Vietnam,50,"Deep Learning, NLP, Python",Master,15,Education,5.9,Smart Analytics
Computer Vision Engineer,220600,EX,FT,France,L,France,0,"Java, TensorFlow, Statistics, Computer Vision",PhD,10,Healthcare,9.7,Predictive Systems
Principal Data Scientist,111940,SE,PT,Australia,M,South Korea,100,"Python, R, GCP, TensorFlow, Linux",Bachelor,8,Energy,9.9,Neural Networks Co
Deep Learning Engineer,133436,EX,FL,Germany,S,United States,100,"Computer Vision, Python, Linux",Bachelor,12,Finance,5.6,Quantum Computing Inc
AI Software Engineer,184303,SE,FL,United Kingdom,L,Mexico,0,"Python, Deep Learning, TensorFlow, Computer Vision, Kubernetes",Associate,5,Gaming,6.5,TechCorp Inc
AI Architect,240915,EX,PT,Canada,L,Canada,0,"TensorFlow, Java, MLOps",Master,14,Energy,7.3,Advanced Robotics
Head of AI,117223,SE,PT,Finland,S,Finland,100,"Docker, MLOps, Computer Vision, Statistics",Bachelor,5,Education,9.4,Future Systems
Deep Learning Engineer,125855,MI,CT,Sweden,L,Sweden,50,"R, TensorFlow, Kubernetes",Bachelor,3,Media,9.5,Machine Intelligence Group
AI Research Scientist,50999,MI,FL,China,L,China,100,"Python, NLP, Kubernetes",PhD,3,Manufacturing,5.9,DeepTech Ventures
Autonomous Systems Engineer,199570,EX,PT,South Korea,M,South Korea,0,"MLOps, Java, AWS",Master,18,Real Estate,5.8,Predictive Systems
AI Specialist,226888,EX,FT,Sweden,S,Denmark,0,"Java, SQL, Data Visualization, PyTorch, Computer Vision",Master,13,Technology,8.4,Cloud AI Solutions
Robotics Engineer,51392,MI,FT,China,L,China,100,"Deep Learning, Hadoop, GCP",Master,2,Government,8.8,Algorithmic Solutions
AI Consultant,122284,SE,PT,France,S,South Africa,100,"MLOps, Python, TensorFlow",PhD,6,Telecommunications,8.9,Algorithmic Solutions
Computer Vision Engineer,204810,EX,FL,Australia,S,Australia,0,"AWS, Data Visualization, R, NLP",Master,18,Retail,6.1,Neural Networks Co
Research Scientist,131574,SE,FL,Australia,L,Philippines,0,"Python, Spark, Azure, Linux",Bachelor,6,Finance,6.4,Digital Transformation LLC
Autonomous Systems Engineer,197361,SE,FL,Denmark,L,Denmark,100,"Statistics, PyTorch, Kubernetes",PhD,7,Finance,8.2,TechCorp Inc
Principal Data Scientist,83606,EN,CT,Singapore,M,Singapore,100,"Python, Kubernetes, Hadoop",Associate,0,Gaming,5.2,Machine Intelligence Group
Data Engineer,271408,EX,CT,Finland,L,Finland,50,"Kubernetes, R, SQL",Associate,19,Real Estate,5.3,Neural Networks Co
AI Consultant,150604,MI,FT,Denmark,L,India,100,"Hadoop, Mathematics, GCP, Kubernetes, MLOps",Associate,2,Gaming,6.4,Advanced Robotics
Computer Vision Engineer,236299,EX,PT,United Kingdom,L,United Kingdom,0,"PyTorch, SQL, Data Visualization, Hadoop",Bachelor,13,Automotive,9.6,Future Systems
Autonomous Systems Engineer,273922,EX,FT,Norway,L,Norway,100,"Python, Docker, Hadoop, Deep Learning, Mathematics",Associate,16,Energy,5.6,Quantum Computing Inc
AI Architect,191311,EX,FL,Israel,S,Israel,50,"SQL, Kubernetes, GCP",Master,14,Consulting,8.3,Predictive Systems
Head of AI,116283,MI,CT,United States,S,Nigeria,0,"Git, Computer Vision, PyTorch, Hadoop",PhD,2,Automotive,9.3,Neural Networks Co
AI Software Engineer,219960,EX,FT,United States,M,United States,100,"SQL, PyTorch, Kubernetes",Bachelor,17,Automotive,8.2,Digital Transformation LLC
AI Architect,168620,EX,CT,Austria,L,Austria,100,"Git, PyTorch, NLP, GCP",PhD,15,Real Estate,6.1,Cloud AI Solutions
AI Software Engineer,85570,EN,FT,Switzerland,S,Switzerland,50,"Kubernetes, Computer Vision, Scala, Python",Master,0,Finance,6.6,Autonomous Tech
Research Scientist,238260,EX,PT,Sweden,L,Sweden,100,"Python, TensorFlow, R, Computer Vision",Associate,12,Media,5.3,Quantum Computing Inc
Autonomous Systems Engineer,305019,EX,FT,United Kingdom,L,United Kingdom,0,"Kubernetes, Spark, Python, Java",PhD,19,Gaming,6.5,Autonomous Tech
Machine Learning Engineer,200162,EX,FL,Singapore,L,Singapore,50,"R, Spark, MLOps, Mathematics",PhD,11,Manufacturing,8.3,Autonomous Tech
Autonomous Systems Engineer,253207,EX,FT,United Kingdom,L,United Kingdom,0,"R, Mathematics, SQL, Java",Bachelor,12,Manufacturing,9.6,Cloud AI Solutions
AI Research Scientist,94123,EN,FL,Singapore,L,Singapore,50,"Java, SQL, Azure, MLOps, PyTorch",Master,0,Media,5.4,Digital Transformation LLC
Machine Learning Researcher,151184,SE,PT,United States,L,United States,50,"Python, Statistics, Computer Vision, TensorFlow, Spark",Associate,9,Telecommunications,8.1,Autonomous Tech
NLP Engineer,96134,MI,PT,Singapore,M,Singapore,0,"TensorFlow, Mathematics, Data Visualization",Associate,4,Transportation,9.4,AI Innovations
Machine Learning Researcher,92433,EN,PT,Denmark,M,Denmark,0,"Python, TensorFlow, Azure, Computer Vision",Associate,0,Finance,5.2,Cloud AI Solutions
AI Software Engineer,234620,EX,PT,United States,M,United States,50,"Data Visualization, Git, GCP",Master,11,Consulting,5.6,TechCorp Inc
Machine Learning Researcher,131962,EX,CT,China,L,China,100,"Hadoop, SQL, Data Visualization",Bachelor,18,Retail,8.6,Predictive Systems
NLP Engineer,79118,MI,PT,Germany,S,United States,0,"Azure, Tableau, Git",PhD,3,Manufacturing,8.8,Advanced Robotics
AI Product Manager,50641,EX,FL,India,S,Hungary,50,"Data Visualization, GCP, R, Hadoop",PhD,19,Healthcare,9.3,DataVision Ltd
AI Research Scientist,77098,EN,FL,Switzerland,M,Switzerland,50,"PyTorch, TensorFlow, GCP, Statistics",Master,1,Healthcare,5.9,Future Systems
Deep Learning Engineer,77141,MI,CT,Netherlands,S,Russia,0,"Kubernetes, Data Visualization, Mathematics",Associate,2,Automotive,7.6,DataVision Ltd
Data Engineer,225786,EX,FL,Singapore,L,Netherlands,50,"Python, Spark, Deep Learning, Statistics",Bachelor,12,Transportation,5.7,Advanced Robotics
Robotics Engineer,83754,MI,FL,Japan,S,Denmark,50,"Computer Vision, Kubernetes, Deep Learning",Bachelor,4,Manufacturing,8.4,Neural Networks Co
AI Consultant,206933,EX,CT,Singapore,L,Switzerland,0,"Docker, Python, GCP",Bachelor,19,Real Estate,7.7,Smart Analytics
AI Specialist,87775,SE,FL,South Korea,M,South Korea,100,"MLOps, SQL, Python, Scala, Git",Master,6,Media,6.3,Cognitive Computing
AI Product Manager,260456,EX,CT,Japan,L,Poland,50,"Hadoop, Deep Learning, Tableau",Bachelor,13,Manufacturing,6.3,Advanced Robotics
Principal Data Scientist,127355,SE,CT,France,S,Colombia,50,"GCP, Java, Scala, Data Visualization, Computer Vision",Associate,7,Healthcare,7.9,Smart Analytics
AI Specialist,165695,SE,FL,United States,M,United States,50,"MLOps, Kubernetes, Deep Learning, Git",Associate,5,Finance,7.7,Algorithmic Solutions
Autonomous Systems Engineer,93513,MI,CT,Netherlands,S,Netherlands,50,"R, Python, Tableau, Git",Bachelor,3,Energy,7.7,Cognitive Computing
Autonomous Systems Engineer,97380,MI,FT,Canada,L,Russia,100,"R, MLOps, Data Visualization, SQL, Mathematics",Bachelor,4,Consulting,5.9,Algorithmic Solutions
Principal Data Scientist,58623,SE,FT,China,M,China,0,"AWS, Spark, Computer Vision, Data Visualization, Tableau",PhD,6,Transportation,9.7,Quantum Computing Inc
Data Analyst,151114,EX,FT,Japan,S,Japan,50,"Spark, Statistics, Docker, Linux, Hadoop",Master,18,Gaming,5.7,Algorithmic Solutions
AI Software Engineer,263809,EX,FT,Australia,L,Ghana,50,"Scala, Python, Computer Vision",Master,13,Gaming,7.1,Algorithmic Solutions
AI Research Scientist,205861,EX,FT,Sweden,S,Sweden,0,"Python, TensorFlow, Kubernetes, Azure, Tableau",Bachelor,15,Media,7.0,Cloud AI Solutions
AI Specialist,130423,SE,PT,Australia,S,Australia,0,"Python, Git, TensorFlow",PhD,9,Automotive,8.3,Smart Analytics
AI Product Manager,191096,SE,CT,Switzerland,S,Switzerland,100,"AWS, PyTorch, Computer Vision",Bachelor,6,Telecommunications,9.5,Machine Intelligence Group
Autonomous Systems Engineer,106241,SE,FT,South Korea,L,South Korea,100,"SQL, NLP, Python, Java",Associate,7,Consulting,8.3,Advanced Robotics
AI Research Scientist,75404,EN,PT,United States,M,United States,50,"Python, Hadoop, Java, TensorFlow, Computer Vision",Associate,0,Transportation,5.8,Quantum Computing Inc
NLP Engineer,57113,EN,PT,Ireland,M,Hungary,0,"Java, Tableau, Scala",Associate,0,Finance,8.6,Cognitive Computing
Deep Learning Engineer,103610,EN,FT,Norway,L,Norway,100,"Kubernetes, Scala, NLP, PyTorch",Associate,1,Consulting,9.3,Autonomous Tech
Data Scientist,94882,MI,FT,Finland,L,Finland,50,"Data Visualization, Java, Git, Python, SQL",PhD,3,Education,8.3,Smart Analytics
Principal Data Scientist,162374,SE,CT,United Kingdom,L,United Kingdom,50,"Git, Azure, Computer Vision, Mathematics, PyTorch",Associate,9,Retail,9.9,Smart Analytics
Research Scientist,175703,EX,PT,Israel,M,Thailand,0,"Git, Spark, Data Visualization, SQL",Bachelor,16,Retail,8.4,TechCorp Inc
Autonomous Systems Engineer,189283,SE,PT,Switzerland,M,Latvia,0,"Scala, GCP, Deep Learning",Master,8,Education,9.7,Cloud AI Solutions
Robotics Engineer,220428,EX,CT,Finland,M,Russia,100,"PyTorch, NLP, Statistics, TensorFlow",PhD,18,Energy,8.2,Future Systems
AI Architect,275705,EX,FT,Netherlands,L,Netherlands,100,"MLOps, SQL, Kubernetes, Spark, Java",Bachelor,16,Finance,5.4,Future Systems
Autonomous Systems Engineer,95458,MI,FL,Netherlands,L,Argentina,0,"Linux, SQL, Java",Bachelor,4,Education,6.8,AI Innovations
Machine Learning Engineer,100866,MI,FL,United Kingdom,S,United Kingdom,0,"Java, Scala, Linux, Deep Learning",Bachelor,4,Telecommunications,5.5,Quantum Computing Inc
AI Architect,145381,SE,FT,Netherlands,M,Netherlands,100,"TensorFlow, Python, Computer Vision, PyTorch, Git",Bachelor,6,Technology,6.1,DeepTech Ventures
AI Specialist,72797,EN,PT,Japan,M,Japan,50,"SQL, GCP, Tableau, TensorFlow, Data Visualization",Master,1,Consulting,8.0,DeepTech Ventures
Machine Learning Researcher,97442,SE,FT,Germany,S,Germany,50,"Computer Vision, Linux, TensorFlow",PhD,5,Retail,5.5,DataVision Ltd
Data Scientist,174876,SE,PT,Switzerland,M,Switzerland,100,"SQL, Spark, GCP, PyTorch, Azure",Bachelor,7,Retail,7.3,Autonomous Tech
Autonomous Systems Engineer,125459,SE,CT,Israel,S,Indonesia,50,"Python, Scala, Kubernetes, Deep Learning, AWS",PhD,6,Automotive,7.2,AI Innovations
AI Product Manager,230859,SE,CT,Switzerland,L,Switzerland,50,"Azure, TensorFlow, Data Visualization, NLP",PhD,5,Retail,7.8,Algorithmic Solutions
Computer Vision Engineer,94380,MI,PT,Canada,L,Canada,100,"Git, Hadoop, Python",Master,3,Government,6.6,Neural Networks Co
ML Ops Engineer,62288,EN,FL,Finland,M,Finland,100,"Spark, Scala, GCP",Bachelor,1,Government,7.1,Quantum Computing Inc
AI Architect,234625,EX,PT,Netherlands,L,Norway,50,"Git, Python, NLP, TensorFlow, AWS",Bachelor,15,Healthcare,6.4,Quantum Computing Inc
Robotics Engineer,72371,MI,CT,Australia,M,Australia,0,"TensorFlow, Docker, Computer Vision, Linux",Master,4,Telecommunications,6.9,Future Systems
Computer Vision Engineer,72550,EN,PT,United Kingdom,L,United Kingdom,0,"Python, TensorFlow, Computer Vision, Git",Bachelor,1,Media,9.9,Machine Intelligence Group
AI Architect,106907,MI,CT,United Kingdom,L,United Kingdom,100,"NLP, Java, SQL, Spark, Mathematics",Associate,4,Gaming,7.3,Algorithmic Solutions
Data Engineer,119672,EN,PT,Switzerland,L,Switzerland,50,"Mathematics, R, NLP",Associate,0,Energy,6.2,Quantum Computing Inc
Data Analyst,132254,SE,FL,Netherlands,S,Netherlands,0,"Data Visualization, Computer Vision, Tableau",Master,9,Education,7.7,DataVision Ltd
Data Analyst,118310,MI,PT,Japan,L,Japan,100,"TensorFlow, Data Visualization, Statistics",Master,3,Telecommunications,7.4,Smart Analytics
AI Research Scientist,132495,SE,FL,Sweden,L,Sweden,50,"Kubernetes, Docker, NLP",Bachelor,9,Automotive,8.9,Cloud AI Solutions
Research Scientist,127726,SE,PT,Japan,S,Japan,50,"Mathematics, AWS, PyTorch, Deep Learning, Java",PhD,8,Gaming,6.3,Predictive Systems
Robotics Engineer,72716,EN,FL,Germany,L,Germany,100,"GCP, Python, Data Visualization, TensorFlow, Computer Vision",Bachelor,0,Transportation,7.8,Smart Analytics
AI Specialist,180558,EX,PT,Denmark,M,Denmark,100,"GCP, Computer Vision, Java",PhD,10,Finance,6.5,DeepTech Ventures
AI Specialist,124429,SE,FT,Sweden,M,Sweden,50,"Python, Data Visualization, SQL, Computer Vision, Hadoop",Associate,5,Finance,8.1,DeepTech Ventures
Head of AI,199854,EX,FT,United Kingdom,S,United Kingdom,100,"NLP, Hadoop, Kubernetes, Docker",Master,18,Consulting,5.3,Smart Analytics
Research Scientist,153305,EX,FL,Singapore,M,Singapore,100,"R, Docker, Scala, Mathematics, PyTorch",PhD,19,Education,7.7,Smart Analytics
Principal Data Scientist,78709,EN,FL,Finland,L,Finland,50,"Tableau, Python, Scala",Master,1,Automotive,8.0,Predictive Systems
NLP Engineer,92622,MI,CT,Japan,M,Estonia,50,"Statistics, Kubernetes, R, Scala",Associate,2,Healthcare,8.6,Cognitive Computing
AI Specialist,126182,SE,FT,Singapore,L,Singapore,0,"Linux, Python, Java, Git",PhD,7,Gaming,9.7,Machine Intelligence Group
ML Ops Engineer,269686,EX,PT,Switzerland,M,Portugal,50,"Python, NLP, SQL, Linux, Git",PhD,10,Healthcare,9.8,AI Innovations
AI Product Manager,126540,MI,PT,Sweden,L,Sweden,0,"Deep Learning, Kubernetes, Python, Git",Bachelor,3,Government,8.2,Future Systems
Research Scientist,163201,SE,CT,Denmark,S,Denmark,0,"Statistics, NLP, SQL, PyTorch",PhD,8,Automotive,9.2,Future Systems
AI Software Engineer,234411,EX,PT,Israel,L,Russia,50,"Spark, Computer Vision, Docker, Data Visualization, R",Bachelor,16,Manufacturing,6.8,DataVision Ltd
AI Product Manager,88730,EN,FL,Japan,L,Japan,0,"R, Spark, MLOps, TensorFlow",PhD,1,Media,7.2,DataVision Ltd
Machine Learning Researcher,82893,EN,FT,Israel,L,Romania,50,"Azure, MLOps, Kubernetes, Docker",PhD,0,Real Estate,9.8,Advanced Robotics
Machine Learning Engineer,77712,EN,CT,United Kingdom,L,Hungary,0,"Python, Kubernetes, Computer Vision, Deep Learning, Tableau",Bachelor,1,Automotive,7.4,Cognitive Computing
AI Consultant,66966,EN,CT,United Kingdom,L,France,0,"SQL, Deep Learning, PyTorch, Java",PhD,0,Education,7.2,Advanced Robotics
Machine Learning Engineer,63962,MI,CT,Canada,S,Canada,50,"Azure, PyTorch, SQL, Computer Vision, Mathematics",Bachelor,2,Consulting,8.1,Cognitive Computing
AI Consultant,90343,MI,CT,Austria,M,Austria,50,"Python, TensorFlow, Git",Master,3,Gaming,6.8,Neural Networks Co
NLP Engineer,91897,MI,PT,Australia,S,Australia,50,"MLOps, PyTorch, TensorFlow",PhD,3,Manufacturing,5.1,DataVision Ltd
AI Architect,96395,SE,FT,Israel,M,Israel,50,"Git, PyTorch, Statistics",PhD,5,Energy,5.4,Quantum Computing Inc
Autonomous Systems Engineer,156672,EX,FL,Sweden,L,Sweden,0,"Statistics, SQL, Python, AWS, Computer Vision",Associate,19,Real Estate,7.0,AI Innovations
Deep Learning Engineer,116557,SE,FT,South Korea,M,South Korea,50,"Git, SQL, PyTorch",Master,7,Energy,9.1,DataVision Ltd
Principal Data Scientist,111619,MI,PT,Germany,L,Japan,0,"Computer Vision, PyTorch, NLP, TensorFlow, Kubernetes",Associate,3,Consulting,5.3,Machine Intelligence Group
